Year,Site,Habitat,LarvalStage,InfectionStatus,AnnualaverageRf,AnnualaverageTmax,AnnualaverageTmin,AnnualaverageTavg,Springavgtemp
2011,Lac d'Arlet,lake,metamorph,1,2.420245941,11.13026839,2.009619389,6.308480993,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.420245941,11.13026839,2.009619389,6.308480993,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.420245941,11.13026839,2.009619389,6.308480993,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.411350144,11.02095491,1.904817113,6.19583882,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.411350144,11.02095491,1.904817113,6.19583882,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.411350144,11.02095491,1.904817113,6.19583882,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.420245941,11.13026839,2.009619389,6.308480993,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.420245941,11.13026839,2.009619389,6.308480993,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.411350144,11.02095491,1.904817113,6.19583882,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.452469322,11.11294174,1.99945479,6.288953289,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.411350144,11.02095491,1.904817113,6.19583882,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.411350144,11.02095491,1.904817113,6.19583882,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.411350144,11.02095491,1.904817113,6.19583882,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.452469322,11.11294174,1.99945479,6.288953289,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.411350144,11.02095491,1.904817113,6.19583882,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.411350144,11.02095491,1.904817113,6.19583882,9.50166236
2011,Lac d'Arlet,lake,metamorph,1,2.411350144,11.02095491,1.904817113,6.19583882,9.50166236
2011,Lac de Lhurs,lake,metamorph,1,2.4080539,12.14704118,2.846044666,7.242701479,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.4080539,12.14704118,2.846044666,7.242701479,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.4080539,12.14704118,2.846044666,7.242701479,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.4080539,12.14704118,2.846044666,7.242701479,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.413579161,12.09806993,2.806473293,7.197255839,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,1,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac de Lhurs,lake,metamorph,0,2.453085438,12.06421599,2.774723178,7.152026328,5.525356947
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,0,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.410943,11.30098148,2.180208979,6.473393642,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.410943,11.30098148,2.180208979,6.473393642,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.410943,11.30098148,2.180208979,6.473393642,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.410943,11.30098148,2.180208979,6.473393642,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.410943,11.30098148,2.180208979,6.473393642,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.424267984,11.33024099,2.16379978,6.481938142,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.410943,11.30098148,2.180208979,6.473393642,5.527295171
2011,Lac Puits d'Arious,lake,metamorph,1,2.410943,11.30098148,2.180208979,6.473393642,5.527295171
2011,Vallon amont,pond,metamorph,0,2.630983135,8.575878078,0.56512783,4.256963358,13.66381932
2011,Vallon amont,pond,metamorph,0,2.630983135,8.575878078,0.56512783,4.256963358,13.66381932
2011,Vallon amont,pond,metamorph,0,2.630983135,8.575878078,0.56512783,4.256963358,13.66381932
2011,Vallon amont,pond,metamorph,0,2.630983135,8.575878078,0.56512783,4.256963358,13.66381932
2011,Vallon amont,pond,metamorph,0,2.630983135,8.575878078,0.56512783,4.256963358,13.66381932
2015,Etang d'Ayes,lake,metamorph,0,2.68884586,13.89654376,3.655414771,8.203320309,6.698824344
2015,Etang d'Ayes,lake,metamorph,0,2.68884586,13.89654376,3.655414771,8.203320309,6.698824344
2015,Ibon de Acherito,lake,metamorph,1,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Ibon de Acherito,lake,metamorph,0,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Ibon de Acherito,lake,metamorph,1,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Ibon de Acherito,lake,metamorph,1,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Ibon de Acherito,lake,metamorph,0,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Ibon de Acherito,lake,metamorph,1,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Ibon de Acherito,lake,metamorph,1,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Ibon de Acherito,lake,metamorph,1,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Ibon de Acherito,lake,metamorph,1,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Ibon de Acherito,lake,metamorph,0,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Ibon de Acherito,lake,metamorph,1,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Ibon de Acherito,lake,metamorph,1,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Ibon de Acherito,lake,metamorph,1,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Ibon de Acherito,lake,metamorph,0,2.804470571,12.14568702,2.995596178,7.371078334,11.69043304
2015,Lac d'Ansabere,lake,metamorph,1,2.80894967,12.291713,3.120635182,7.51196604,5.135013227
2015,Lac d'Ansabere,lake,metamorph,1,2.80894967,12.291713,3.120635182,7.51196604,5.135013227
2015,Lac d'Ansabere,lake,metamorph,1,2.80894967,12.291713,3.120635182,7.51196604,5.135013227
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.774391864,11.98004879,2.885136967,7.238473079,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.774391864,11.98004879,2.885136967,7.238473079,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.774391864,11.98004879,2.885136967,7.238473079,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.774391864,11.98004879,2.885136967,7.238473079,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,1,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac d'Arlet,lake,metamorph,0,2.759606689,11.93887255,2.850336835,7.191922839,8.521175225
2015,Lac de Lhurs,lake,metamorph,0,2.755759895,12.94205372,3.639575426,8.08849753,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.755759895,12.94205372,3.639575426,8.08849753,4.557678487
2015,Lac de Lhurs,lake,metamorph,0,2.755759895,12.94205372,3.639575426,8.08849753,4.557678487
2015,Lac de Lhurs,lake,metamorph,0,2.755759895,12.94205372,3.639575426,8.08849753,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.755759895,12.94205372,3.639575426,8.08849753,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.755759895,12.94205372,3.639575426,8.08849753,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.755759895,12.94205372,3.639575426,8.08849753,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.755759895,12.94205372,3.639575426,8.08849753,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,0,2.755759895,12.94205372,3.639575426,8.08849753,4.557678487
2015,Lac de Lhurs,lake,metamorph,0,2.755759895,12.94205372,3.639575426,8.08849753,4.557678487
2015,Lac de Lhurs,lake,metamorph,0,2.755759895,12.94205372,3.639575426,8.08849753,4.557678487
2015,Lac de Lhurs,lake,metamorph,0,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,0,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac de Lhurs,lake,metamorph,1,2.772319455,12.9430678,3.666770348,8.104508793,4.557678487
2015,Lac Puits d'Arious,lake,metamorph,0,2.761947354,12.22326216,3.098266828,7.457909694,4.673308983
2015,Lac Puits d'Arious,lake,metamorph,0,2.761947354,12.22326216,3.098266828,7.457909694,4.673308983
2015,Lac Puits d'Arious,lake,metamorph,0,2.761947354,12.22326216,3.098266828,7.457909694,4.673308983
2015,Lac Puits d'Arious,lake,metamorph,0,2.761947354,12.22326216,3.098266828,7.457909694,4.673308983
2015,Lac Puits d'Arious,lake,metamorph,1,2.761947354,12.22326216,3.098266828,7.457909694,4.673308983
2015,Lac Puits d'Arious,lake,metamorph,0,2.761947354,12.22326216,3.098266828,7.457909694,4.673308983
2015,Lac Puits d'Arious,lake,metamorph,0,2.761947354,12.22326216,3.098266828,7.457909694,4.673308983
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,0,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Ibon de Acherito,lake,metamorph,1,2.681621472,11.50088764,2.372105774,6.765793528,10.1125703
2016,Lac d'Ansabere,lake,metamorph,1,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Ansabere,lake,metamorph,1,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Ansabere,lake,metamorph,0,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Ansabere,lake,metamorph,1,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Ansabere,lake,metamorph,1,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Ansabere,lake,metamorph,0,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Ansabere,lake,metamorph,1,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Ansabere,lake,metamorph,1,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Ansabere,lake,metamorph,1,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Ansabere,lake,metamorph,0,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Ansabere,lake,metamorph,1,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Ansabere,lake,metamorph,0,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Ansabere,lake,metamorph,1,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Ansabere,lake,metamorph,1,2.645216872,11.68685992,2.475643107,6.914588527,3.072437607
2016,Lac d'Arlet,lake,metamorph,0,2.622299587,11.31104556,2.180818441,6.561466936,6.649456948
2016,Lac d'Arlet,lake,metamorph,0,2.622299587,11.31104556,2.180818441,6.561466936,6.649456948
2016,Lac d'Arlet,lake,metamorph,1,2.622299587,11.31104556,2.180818441,6.561466936,6.649456948
2016,Lac d'Arlet,lake,metamorph,0,2.622299587,11.31104556,2.180818441,6.561466936,6.649456948
2016,Lac d'Arlet,lake,metamorph,1,2.622299587,11.31104556,2.180818441,6.561466936,6.649456948
2016,Lac d'Arlet,lake,metamorph,1,2.622299587,11.31104556,2.180818441,6.561466936,6.649456948
2016,Lac d'Arlet,lake,metamorph,1,2.622299587,11.31104556,2.180818441,6.561466936,6.649456948
